id,lat,long,type,site,code,region
10919,37.638263,-5.165148,Dressel 20,Doña Mencia,LIDFITA,Astigi
10923,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10924,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10925,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10926,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10927,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10928,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10929,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITA,Astigi
10930,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,LIDFITALI,Astigi
10932,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,SIP,Astigi
10933,37.638263,-5.165148,Dressel 20,El Tesorillo de Doña Mencia,SIP,Astigi
12397,37.638263,-5.165148,Dressel 20,Doña Mencia,LIDFITALI,Astigi
12398,37.638263,-5.165148,Dressel 20,Doña Mencia,FC,Astigi
41695,37.638263,-5.165148,Dressel 20,Doña Mencia,FC,Astigi
41696,37.638263,-5.165148,Dressel 20,Doña Mencia,FC,Astigi
41697,37.638263,-5.165148,Dressel 20,Doña Mencia,FC,Astigi
28052,37.642799,-5.497951,Dressel 20,Los Mochales,BROCHOD,Hispalis
11098,37.648779,-5.506146,Dressel 20,Catria Alta,LCHE,Hispalis
11099,37.648779,-5.506146,Dressel 20,Catria Alta,LCHE,Hispalis
11102,37.648779,-5.506146,Dressel 20,Catria Alta,S,Hispalis
11103,37.648779,-5.506146,Dressel 20,La Catria,LIT,Hispalis
11104,37.648779,-5.506146,Dressel 20,La Catria,MMRP,Hispalis
11107,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
11113,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
11114,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
11119,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
11148,37.648779,-5.506146,Dressel 20,Villa Clara,PORCPR,Hispalis
12496,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
12502,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
12508,37.648779,-5.506146,Dressel 20,La Catria,LAF,Hispalis
12509,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
12511,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
12513,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
12516,37.648779,-5.506146,Dressel 20,La Catria,GAVFL,Hispalis
12517,37.648779,-5.506146,Dressel 20,La Catria,GAVFL,Hispalis
12518,37.648779,-5.506146,Dressel 20,La Catria,GAVFL,Hispalis
28051,37.648779,-5.506146,Dressel 20,La Catria,BROCHOD,Hispalis
6620,37.648779,-5.506146,Dressel 20,La Catria,LAF,Hispalis
6621,37.648779,-5.506146,Dressel 20,La Catria,LAF,Hispalis
6639,37.648779,-5.506146,Dressel 20,La Catria,MAR,Hispalis
6640,37.648779,-5.506146,Dressel 20,La Catria,MAR,Hispalis
6641,37.648779,-5.506146,Dressel 20,La Catria,MAR,Hispalis
6642,37.648779,-5.506146,Dressel 20,La Catria,MAR,Hispalis
6643,37.648779,-5.506146,Dressel 20,La Catria,CASPALMA,Hispalis
6644,37.648779,-5.506146,Dressel 20,La Catria,MATDFMARSIANESSES,Hispalis
6645,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6646,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6647,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6648,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6650,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6651,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6653,37.648779,-5.506146,Dressel 20,La Catria,QAEO,Hispalis
6656,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6657,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6658,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6659,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6663,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6664,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6665,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6666,37.648779,-5.506146,Dressel 20,La Catria,QAEOPO,Hispalis
6693,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6694,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6695,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6696,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6697,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6698,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6699,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6700,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6701,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6702,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6703,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6704,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6705,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6706,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6707,37.648779,-5.506146,Dressel 20,La Catria,LCANTP,Hispalis
6710,37.648779,-5.506146,Dressel 20,La Catria,LCHE,Hispalis
6711,37.648779,-5.506146,Dressel 20,La Catria,LCHE,Hispalis
6712,37.648779,-5.506146,Dressel 20,La Catria,LCHE,Hispalis
6713,37.648779,-5.506146,Dressel 20,La Catria,LCHE,Hispalis
6786,37.648779,-5.506146,Dressel 20,La Catria,CENHISPSAE,Hispalis
6787,37.648779,-5.506146,Dressel 20,La Catria,CENHISPSAE,Hispalis
6788,37.648779,-5.506146,Dressel 20,La Catria,IIIENNIIVL,Hispalis
6789,37.648779,-5.506146,Dressel 20,La Catria,IIIENNIVL,Hispalis
6795,37.648779,-5.506146,Dressel 20,La Catria,QFF,Hispalis
6796,37.648779,-5.506146,Dressel 20,La Catria,QFF,Hispalis
6797,37.648779,-5.506146,Dressel 20,La Catria,QFF,Hispalis
6821,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6822,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6823,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6824,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6825,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6826,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6827,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6828,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6829,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6830,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6831,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6832,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6833,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6834,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6835,37.648779,-5.506146,Dressel 20,La Catria,MIM,Hispalis
6890,37.648779,-5.506146,Dressel 20,La Catria,MMRP,Hispalis
6891,37.648779,-5.506146,Dressel 20,La Catria,MMRP,Hispalis
6893,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6894,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6895,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6896,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6897,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6898,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6899,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6900,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6901,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6902,37.648779,-5.506146,Dressel 20,La Catria,QMS,Hispalis
6903,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6904,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6905,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6906,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6907,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6908,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6909,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6910,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6911,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6912,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6913,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6914,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6915,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6917,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6924,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6925,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6926,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6927,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6928,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6929,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6930,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6931,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6932,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6933,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6934,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6935,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6936,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6937,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6938,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6939,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6940,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6941,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6942,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6943,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6944,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6945,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6946,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6947,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6948,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6949,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6950,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6951,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6952,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6953,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6954,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6955,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6956,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6957,37.648779,-5.506146,Dressel 20,La Catria,SNR,Hispalis
6965,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6966,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6967,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6968,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6969,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6970,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6971,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6972,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6973,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6974,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6978,37.648779,-5.506146,Dressel 20,La Catria,PORODV,Hispalis
6979,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6980,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6981,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6982,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6983,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6984,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6985,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6986,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6987,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6988,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6989,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6990,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6991,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6993,37.648779,-5.506146,Dressel 20,La Catria,POROCODV,Hispalis
6997,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
6998,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
6999,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
7000,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
7001,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
7002,37.648779,-5.506146,Dressel 20,La Catria,PORCPR,Hispalis
7004,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7005,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7006,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7007,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7008,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7009,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7010,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7011,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7012,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7013,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7014,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7015,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7016,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7017,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7018,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7019,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7020,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7021,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7023,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7024,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7025,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7026,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7027,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7028,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7029,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7030,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7031,37.648779,-5.506146,Dressel 20,La Catria,POPVLI,Hispalis
7032,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7033,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7034,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7035,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7036,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7037,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7038,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7039,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7040,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7041,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7042,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7043,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7044,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7045,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7046,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7047,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7048,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7049,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7050,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7051,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7052,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7053,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
7095,37.648779,-5.506146,Dressel 20,La Catria,PPSQVPLIPALMA,Hispalis
7098,37.648779,-5.506146,Dressel 20,La Catria,MSP,Hispalis
7099,37.648779,-5.506146,Dressel 20,La Catria,MSP,Hispalis
7125,37.648779,-5.506146,Dressel 20,La Catria,PORSS,Hispalis
7126,37.648779,-5.506146,Dressel 20,La Catria,PORSS,Hispalis
7128,37.648779,-5.506146,Dressel 20,La Catria,SALS,Hispalis
7133,37.648779,-5.506146,Dressel 20,La Catria,LVTROPHIMI,Hispalis
7175,37.648779,-5.506146,Dressel 20,La Catria,PORTO,Hispalis
10941,37.649374,-5.197134,Dressel 20,Tarancón,LAL,Astigi
10943,37.649374,-5.197134,Dressel 20,Tarancón,LAL,Astigi
11263,37.649374,-5.197134,Dressel 20,Tarancón Oeste,LAL,Astigi
11266,37.649374,-5.197134,Dressel 20,Tarancón Oeste,AC,Astigi
12410,37.649374,-5.197134,Dressel 20,Tarancón Oeste,STATI,Astigi
12411,37.649374,-5.197134,Dressel 20,Tarancón Oeste,LAL,Astigi
12413,37.649374,-5.197134,Dressel 20,Tarancón Oeste,MC,Astigi
29478,37.650911,-5.543898,Dressel 20,La Estacada de Herrera,CENHISPSAE,Hispalis
11193,37.651194,-5.420263,Dressel 20,Madre Vieja 1,NC,Hispalis
10936,37.65358,-5.184784,Dressel 20,Las Valbuenas,LAL,Astigi
10938,37.65358,-5.184784,Dressel 20,Las Valbuenas,GIALB,Astigi
12405,37.65358,-5.184784,Dressel 20,Las Valbuenas,LAL,Astigi
12408,37.65358,-5.184784,Dressel 20,Las Valbuenas,QIAFS,Astigi
12841,37.65358,-5.184784,Dressel 20,Las Valbuenas,GIALB,Astigi
12842,37.65358,-5.184784,Dressel 20,Las Valbuenas,GIALB,Astigi
12488,37.653732,-5.4745518,Dressel 20,El Acebuchal,LSELSENC,Hispalis
11185,37.655914,-5.422922,Dressel 20,La Ramblilla,ATITTAE,Hispalis
11186,37.655914,-5.422922,Dressel 20,La Ramblilla,ATITTAE,Hispalis
11188,37.655914,-5.422922,Dressel 20,La Ramblilla,MATDEFIGNASMARSI,Hispalis
11122,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11123,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11124,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11128,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,SNR,Hispalis
11129,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,PORODV,Hispalis
11133,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11134,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11135,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11136,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11137,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11138,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11139,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POPVLI,Hispalis
11140,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,PORTO,Hispalis
11141,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,PPSQVPLIPALMA,Hispalis
11145,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,QFF,Hispalis
11146,37.657494,-5.4878438,Dressel 20,Cortijo del Guerra,POROCODV,Hispalis
11154,37.660348,-5.507948,Dressel 20,Huerta del Río,CENHISPSAE,Hispalis
11160,37.660348,-5.507948,Dressel 20,Huerta del Río,IIIENNIVL,Hispalis
13252,37.660348,-5.507948,Dressel 20,Huerta del Río,IIIENNIIVL,Hispalis
13253,37.660348,-5.507948,Dressel 20,Huerta del Río,IIIENNIIVL,Hispalis
13254,37.660348,-5.507948,Dressel 20,Huerta del Río,IIIENNIIVL,Hispalis
13255,37.660348,-5.507948,Dressel 20,Huerta del Río,IIIENNIIVL,Hispalis
12490,37.660605,-5.4433741,Dressel 20,La Rambla,LIC,Hispalis
11239,37.66096,-5.413805,Dressel 20,Cortijo de La Sesenta,QCC,Hispalis
11240,37.66096,-5.413805,Dressel 20,Cortijo de La Sesenta,QCC,Hispalis
13275,37.66096,-5.413805,Dressel 20,Las Sesenta,CAPF,Hispalis
11171,37.661787,-5.486442,Dressel 20,Haza del Olivo,SIP,Hispalis
11176,37.661787,-5.486442,Dressel 20,Haza del Olivo,LCANTP,Hispalis
11177,37.661787,-5.486442,Dressel 20,Haza del Olivo,PORODV,Hispalis
11272,37.664722,-5.4537624,Dressel 20,La María,DIA,Hispalis
11277,37.664722,-5.4537624,Dressel 20,La María,LERP,Hispalis
12470,37.664722,-5.4537624,Dressel 20,La María,DIA,Hispalis
12474,37.664722,-5.4537624,Dressel 20,La María,DIA,Hispalis
41683,37.664722,-5.4537624,Dressel 20,La María,DIA,Hispalis
11255,37.666423,-5.2101966,Dressel 20,Cortijo del Judío  (oeste),CI,Astigi
11457,37.667029,-5.2178121,Dressel 20,Cortijo de Villalata,QIAFS,Astigi
11458,37.667029,-5.2178121,Dressel 20,Cortijo de Villalata,QIAFS,Astigi
11459,37.667029,-5.2178121,Dressel 20,Cortijo de Villalata,QIAFS,Astigi
13735,37.67122,-5.222501,Dressel 20,Tierras del Judío,CASPALMA,Astigi
11462,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11463,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11465,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11467,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11471,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11492,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11493,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11494,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11495,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11496,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11497,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11498,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11499,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11504,37.671559,-5.20847,Dressel 20,Malpica,QIAL,Astigi
11505,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
11506,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
11507,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
11518,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
11519,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
12415,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
12416,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
12419,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
12424,37.671559,-5.20847,Dressel 20,Malpica,QIAL,Astigi
12429,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
12431,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
12432,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
12433,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
12436,37.671559,-5.20847,Dressel 20,Malpica,QMS,Astigi
12829,37.671559,-5.20847,Dressel 20,Malpica,GIALB,Astigi
12834,37.671559,-5.20847,Dressel 20,Malpica,QIAFS,Astigi
12835,37.671559,-5.20847,Dressel 20,Malpica,QIAL,Astigi
12838,37.671559,-5.20847,Dressel 20,Malpica,MQFF,Astigi
11269,37.673121,-5.430593,Dressel 20,La Mayena,LFFV,Hispalis
11270,37.673121,-5.430593,Dressel 20,La Mayena,LFFV,Hispalis
11271,37.673121,-5.430593,Dressel 20,La Mayena,LFFV,Hispalis
12480,37.673121,-5.430593,Dressel 20,La Mayena,ATITTAE,Hispalis
12484,37.673121,-5.430593,Dressel 20,La Mayena,LFFV,Hispalis
12485,37.673121,-5.430593,Dressel 20,La Mayena,LFFV,Hispalis
12486,37.673121,-5.430593,Dressel 20,La Mayena,LFFV,Hispalis
12920,37.673121,-5.430593,Dressel 20,La Mayena,ATITTAE,Hispalis
11283,37.675475,-5.4336063,Dressel 20,El Berro 2,DIA,Hispalis
11286,37.675475,-5.4336063,Dressel 20,El Berro 2,ATITTAE,Hispalis
11287,37.675475,-5.4336063,Dressel 20,El Berro 2,ATITTAE,Hispalis
11288,37.675475,-5.4336063,Dressel 20,El Berro 2,ATITTAE,Hispalis
11402,37.67842,-5.21428,Dressel 20,Malpica Sur,MQFF,Astigi
12449,37.67842,-5.21428,Dressel 20,Malpica Sur,CI,Astigi
12455,37.67842,-5.21428,Dressel 20,Malpica Sur,MQFF,Astigi
12457,37.67842,-5.21428,Dressel 20,Malpica Sur,FC,Astigi
12461,37.67842,-5.21428,Dressel 20,Malpica Sur,MQFF,Astigi
13747,37.67842,-5.21428,Dressel 20,Malpica Sur,MQFF,Astigi
910,37.687599,-5.274237,Dressel 20,Madueño,MCC,Astigi
911,37.687599,-5.274237,Dressel 20,Madueño,MCC,Astigi
11337,37.688935,-5.281541,Dressel 20,Casas del Picón,IIAVRHERACLAEPATETFILFCEPAR,Astigi
12465,37.695332,-5.291723,Dressel 20,El Portillo,M,Astigi
12468,37.695332,-5.291723,Dressel 20,El Portillo,IIAVRHERACLAEPATETFILFCEPAR,Astigi
12469,37.695332,-5.291723,Dressel 20,El Portillo,IIAVRHERACLAEPATETFILFCEPAR,Astigi
